epoch,accuracy,loss,val_accuracy,val_loss
0,0.5318750143051147,0.7050449252128601,0.6349999904632568,0.6675513982772827
1,0.5774999856948853,0.6767845749855042,0.7049999833106995,0.6530506014823914
2,0.5868750214576721,0.6653280854225159,0.5899999737739563,0.6581966280937195
3,0.6206250190734863,0.6539549827575684,0.675000011920929,0.6385529041290283
4,0.6212499737739563,0.6554120779037476,0.7099999785423279,0.6324688196182251
5,0.6431249976158142,0.6476240754127502,0.7099999785423279,0.6283558011054993
6,0.6412500143051147,0.6473792195320129,0.7099999785423279,0.6275308728218079
7,0.659375011920929,0.6283944845199585,0.6800000071525574,0.6197268962860107
8,0.6681249737739563,0.629845142364502,0.7049999833106995,0.6168369054794312
9,0.6875,0.6171689033508301,0.6899999976158142,0.6128373146057129
10,0.6756250262260437,0.6173040866851807,0.699999988079071,0.6095943450927734
11,0.6725000143051147,0.6207689046859741,0.6899999976158142,0.6087142825126648
12,0.6837499737739563,0.6141241192817688,0.6949999928474426,0.6036500334739685
13,0.6937500238418579,0.609209418296814,0.7049999833106995,0.6023783087730408
14,0.6756250262260437,0.6146761178970337,0.7149999737739563,0.6003419756889343
15,0.6931250095367432,0.5988428592681885,0.6949999928474426,0.5959699749946594
16,0.6937500238418579,0.6008810997009277,0.7250000238418579,0.5978949069976807
17,0.6949999928474426,0.5993726253509521,0.675000011920929,0.6016925573348999
18,0.6949999928474426,0.5929369926452637,0.7200000286102295,0.5919849276542664
19,0.7049999833106995,0.5939526557922363,0.6949999928474426,0.5981671214103699
20,0.6949999928474426,0.5975537896156311,0.675000011920929,0.5992681384086609
21,0.6931250095367432,0.594821035861969,0.699999988079071,0.5882564783096313
22,0.6974999904632568,0.58094322681427,0.699999988079071,0.5909226536750793
23,0.6956250071525574,0.5872018933296204,0.7049999833106995,0.5853646993637085
24,0.7006250023841858,0.5858293175697327,0.7250000238418579,0.5846930742263794
25,0.699999988079071,0.586620569229126,0.7250000238418579,0.5830822587013245
26,0.7081249952316284,0.5832712054252625,0.6949999928474426,0.582109808921814
27,0.721875011920929,0.5794696807861328,0.7149999737739563,0.5795393586158752
28,0.7074999809265137,0.5706098675727844,0.699999988079071,0.5819236636161804
29,0.7143750190734863,0.57417893409729,0.7149999737739563,0.5806087851524353
30,0.7087500095367432,0.5765325427055359,0.6899999976158142,0.5788282155990601
31,0.7268750071525574,0.5666738152503967,0.7200000286102295,0.5798842906951904
32,0.7006250023841858,0.5798532366752625,0.699999988079071,0.5895819664001465
33,0.7018749713897705,0.5690833926200867,0.7200000286102295,0.5753517150878906
34,0.7087500095367432,0.5740419030189514,0.7200000286102295,0.5775240063667297
35,0.7168750166893005,0.5756035447120667,0.7149999737739563,0.5760000348091125
36,0.7237499952316284,0.5702065825462341,0.7300000190734863,0.5777444243431091
37,0.7212499976158142,0.5645116567611694,0.7149999737739563,0.574100136756897
38,0.7131249904632568,0.569917619228363,0.7149999737739563,0.5744291543960571
39,0.7225000262260437,0.5679707527160645,0.6949999928474426,0.5764724612236023
