epoch,accuracy,loss,val_accuracy,val_loss
0,0.8836975693702698,0.33961421251296997,0.49955397844314575,3.063971757888794
1,0.9429081082344055,0.2199336439371109,0.5548617243766785,1.9236865043640137
2,0.9565120339393616,0.17799805104732513,0.9063336253166199,0.41484391689300537
3,0.9665477275848389,0.15192656219005585,0.7332738637924194,0.7940934896469116
4,0.9682203531265259,0.14110295474529266,0.9616413712501526,0.1491142362356186
5,0.9752452969551086,0.12680847942829132,0.7662801146507263,0.913361668586731
6,0.9798171520233154,0.1119488775730133,0.9562890529632568,0.15454833209514618
7,0.9812667369842529,0.10991015285253525,0.5780553221702576,2.4544031620025635
8,0.9840543866157532,0.09890476614236832,0.5147190093994141,3.6935489177703857
9,0.9849464893341064,0.09218280762434006,0.943800151348114,0.2447565793991089
10,0.9857270121574402,0.08778504282236099,0.9785905480384827,0.10301466286182404
11,0.9832738637924194,0.09491702169179916,0.49955397844314575,12.755632400512695
12,0.9851694703102112,0.0892924964427948,0.7190008759498596,1.116827130317688
13,0.990298867225647,0.0713721439242363,0.9866191148757935,0.07222732901573181
14,0.9917484521865845,0.06782780587673187,0.9848349690437317,0.07711607217788696
15,0.9867305755615234,0.07803991436958313,0.9955397248268127,0.055550847202539444
16,0.9845004677772522,0.08886165916919708,0.49955397844314575,8.402887344360352
17,0.9900758266448975,0.07160240411758423,0.49955397844314575,8.00833511352539
18,0.9939786195755005,0.05980098247528076,0.9946476221084595,0.05331733077764511
19,0.9925289750099182,0.061236970126628876,0.8581623435020447,0.38200971484184265
20,0.993755578994751,0.05491473898291588,0.9304192662239075,0.22147440910339355
21,0.99431312084198,0.05604379624128342,0.8724353313446045,0.3834092915058136
22,0.993755578994751,0.056387752294540405,0.9562890529632568,0.14544308185577393
23,0.9907448887825012,0.06197044253349304,0.5388046503067017,4.712679386138916
24,0.99431312084198,0.05193201079964638,0.6619089841842651,1.7305736541748047
25,0.9911909103393555,0.0618673674762249,0.6208742260932922,2.9992449283599854
26,0.9939786195755005,0.052814118564128876,0.9223906993865967,0.2880866527557373
27,0.9952051639556885,0.04576865956187248,0.9982158541679382,0.035414278507232666
28,0.9916369318962097,0.05440446361899376,0.8189116716384888,0.7380807399749756
29,0.9956511855125427,0.04513964056968689,0.9866191148757935,0.058878298848867416
30,0.9953166842460632,0.044294603168964386,0.8938447833061218,0.4574739634990692
31,0.9895182847976685,0.06002502143383026,0.9714540839195251,0.10890858620405197
32,0.9936440587043762,0.049316294491291046,0.9803746938705444,0.0788237601518631
33,0.9962087273597717,0.042629800736904144,0.8635147213935852,0.6541020274162292
34,0.9963202476501465,0.0377645380795002,0.9821587800979614,0.07105235010385513
35,0.9930865168571472,0.048060622066259384,0.9830508232116699,0.06891864538192749
36,0.9950936436653137,0.04231736436486244,0.9982158541679382,0.03399127721786499
37,0.9899643063545227,0.059029143303632736,0.5093666315078735,8.047730445861816
38,0.9963202476501465,0.040818218141794205,0.9955397248268127,0.039296507835388184
39,0.9950936436653137,0.041624583303928375,0.8331846594810486,0.6203862428665161
