epoch,accuracy,loss,val_accuracy,val_loss
0,0.6443750262260437,0.765122652053833,0.5400000214576721,0.7240343689918518
1,0.6856250166893005,0.7062218189239502,0.5450000166893005,0.7650742530822754
2,0.7081249952316284,0.6415846943855286,0.5600000023841858,0.8046962022781372
3,0.7168750166893005,0.6427253484725952,0.6700000166893005,0.6204485893249512
4,0.7368749976158142,0.6057564616203308,0.550000011920929,0.858091413974762
5,0.7337499856948853,0.5962040424346924,0.7250000238418579,0.649501621723175
6,0.75,0.5686786770820618,0.6349999904632568,0.6432786583900452
7,0.7706249952316284,0.5378469824790955,0.6200000047683716,0.8689965009689331
8,0.7631250023841858,0.5618974566459656,0.5099999904632568,0.9261252880096436
9,0.7756249904632568,0.5267996788024902,0.5799999833106995,1.2286796569824219
10,0.7837499976158142,0.5135523676872253,0.6100000143051147,0.8067139983177185
11,0.8056250214576721,0.4882088005542755,0.7549999952316284,0.546047568321228
12,0.7925000190734863,0.5183832049369812,0.5,1.9809927940368652
13,0.7850000262260437,0.5120401382446289,0.699999988079071,0.6454803943634033
14,0.8056250214576721,0.47400134801864624,0.6499999761581421,0.7368466258049011
15,0.8012499809265137,0.48033684492111206,0.5799999833106995,0.9933409690856934
16,0.8012499809265137,0.4783647060394287,0.8500000238418579,0.4491918087005615
17,0.8131250143051147,0.4516957998275757,0.6000000238418579,1.5016266107559204
18,0.8456249833106995,0.4135059416294098,0.6299999952316284,1.1942194700241089
19,0.8431249856948853,0.4267386198043823,0.7099999785423279,0.7688069939613342
20,0.8368750214576721,0.43518829345703125,0.8149999976158142,0.469698041677475
21,0.8487499952316284,0.4203594923019409,0.5350000262260437,1.8924168348312378
22,0.8662499785423279,0.3853761553764343,0.8450000286102295,0.4051820635795593
23,0.8531249761581421,0.4111029803752899,0.4950000047683716,2.651681900024414
24,0.8756250143051147,0.3671419024467468,0.7749999761581421,0.6842820644378662
25,0.8787500262260437,0.37419089674949646,0.8550000190734863,0.42602086067199707
26,0.8618749976158142,0.382564514875412,0.824999988079071,0.4152473509311676
27,0.8824999928474426,0.3622637689113617,0.5450000166893005,1.2092044353485107
28,0.8981249928474426,0.3267187178134918,0.6549999713897705,0.9806508421897888
29,0.9037500023841858,0.3070560395717621,0.5299999713897705,2.693997859954834
30,0.8981249928474426,0.3149075210094452,0.7900000214576721,0.4874665141105652
31,0.8831250071525574,0.330748587846756,0.7699999809265137,0.5727407932281494
32,0.9081249833106995,0.3146989643573761,0.7950000166893005,0.47735244035720825
33,0.9056249856948853,0.31635308265686035,0.6299999952316284,0.8912448883056641
34,0.9024999737739563,0.3024963438510895,0.7350000143051147,0.7523905038833618
35,0.909375011920929,0.3045388460159302,0.5249999761581421,1.6530735492706299
36,0.9143750071525574,0.27673783898353577,0.875,0.34961074590682983
37,0.9212499856948853,0.27865704894065857,0.5,3.2695343494415283
38,0.9237499833106995,0.2686489224433899,0.7599999904632568,0.686058759689331
39,0.9237499833106995,0.2600826919078827,0.824999988079071,0.46774670481681824
