epoch,accuracy,loss,val_accuracy,val_loss
0,0.7867975234985352,0.5204892158508301,0.8456735014915466,0.34621328115463257
1,0.8539250493049622,0.336541086435318,0.8563782572746277,0.3203546106815338
2,0.8651873469352722,0.31134915351867676,0.8545941114425659,0.2994684875011444
3,0.871543288230896,0.30126285552978516,0.8537020683288574,0.3022625744342804
4,0.8760035634040833,0.29073411226272583,0.8742194175720215,0.2778730094432831
5,0.876672625541687,0.2791449725627899,0.8822479844093323,0.26847654581069946
6,0.8797948360443115,0.26895713806152344,0.867082953453064,0.2744840383529663
7,0.885816216468811,0.26087379455566406,0.871543288230896,0.266868531703949
8,0.885258674621582,0.26510289311408997,0.8813559412956238,0.25679388642311096
9,0.8906110525131226,0.2535543441772461,0.8831400275230408,0.25060245394706726
10,0.8940678238868713,0.24646605551242828,0.8876003623008728,0.24417778849601746
11,0.8965209722518921,0.24427276849746704,0.8974130153656006,0.25306835770606995
12,0.8952943682670593,0.2435901165008545,0.8983050584793091,0.2410881519317627
13,0.9025423526763916,0.23802420496940613,0.8965209722518921,0.23598361015319824
14,0.9002007246017456,0.23250065743923187,0.8956289291381836,0.23086553812026978
15,0.9035459160804749,0.2313022017478943,0.8991971611976624,0.22418411076068878
16,0.9033229351043701,0.22975528240203857,0.8929527401924133,0.2313297688961029
17,0.9023193717002869,0.22498880326747894,0.8911685943603516,0.24370995163917542
18,0.9052185416221619,0.22044828534126282,0.9054415822029114,0.22168681025505066
19,0.9126895666122437,0.21330614387989044,0.8991971611976624,0.22152844071388245
20,0.9114629626274109,0.21509647369384766,0.9063336253166199,0.2126435786485672
21,0.9097903370857239,0.21179240942001343,0.9099018573760986,0.20916561782360077
22,0.9139161705970764,0.20810101926326752,0.9063336253166199,0.2086430937051773
23,0.9082292318344116,0.20835381746292114,0.9099018573760986,0.19947679340839386
24,0.9164808392524719,0.20544087886810303,0.9116860032081604,0.2007855325937271
25,0.9161462783813477,0.20200088620185852,0.9161462783813477,0.19694794714450836
26,0.9142506718635559,0.2033352553844452,0.9143621921539307,0.1969153881072998
27,0.9178189039230347,0.1954873949289322,0.9090098142623901,0.20076291263103485
28,0.9185994863510132,0.19494251906871796,0.9197145700454712,0.185294046998024
29,0.9247323870658875,0.19190861284732819,0.9099018573760986,0.19487515091896057
30,0.9242863655090332,0.18736514449119568,0.9161462783813477,0.19369465112686157
31,0.9241748452186584,0.1856337934732437,0.9179304242134094,0.18959671258926392
32,0.9201605916023254,0.19057075679302216,0.9179304242134094,0.1856635957956314
33,0.9223906993865967,0.1879679262638092,0.9286351203918457,0.1867520809173584
34,0.9247323870658875,0.18211527168750763,0.9170383810997009,0.1821204423904419
35,0.9236173033714294,0.18344813585281372,0.9286351203918457,0.176671102643013
36,0.9245093464851379,0.1770278662443161,0.9152542352676392,0.19191379845142365
37,0.9264050126075745,0.18027374148368835,0.92328280210495,0.17723333835601807
38,0.9264050126075745,0.18033160269260406,0.9304192662239075,0.17242901027202606
39,0.930196225643158,0.17483706772327423,0.9304192662239075,0.1777539849281311
