epoch,accuracy,loss,val_accuracy,val_loss
0,0.5607866644859314,0.7389237284660339,0.11695906519889832,0.7819281816482544
1,0.6078665256500244,0.6605751514434814,0.0,0.873943567276001
2,0.5840286016464233,0.6758168339729309,0.0,0.8729127645492554
3,0.5512514710426331,0.6869874000549316,0.0,0.8116925358772278
4,0.5721096396446228,0.675839364528656,0.0,0.871195912361145
5,0.5727056264877319,0.684220016002655,0.011695906519889832,0.7777866721153259
6,0.6042908430099487,0.6662502884864807,0.0,0.8851033449172974
7,0.5554231405258179,0.6787344813346863,0.0,0.8304561376571655
8,0.5929678082466125,0.6590482592582703,0.0,0.9205038547515869
9,0.6036948561668396,0.6541375517845154,0.017543859779834747,0.8150588274002075
10,0.623957097530365,0.6505244374275208,0.0,0.9067996740341187
11,0.6424314379692078,0.6428667902946472,0.3333333432674408,0.7692422866821289
12,0.628128707408905,0.6436498165130615,0.32163742184638977,0.7604420185089111
13,0.6567342281341553,0.6193324327468872,0.27485379576683044,0.8763093948364258
14,0.6632896065711975,0.5977872610092163,0.32163742184638977,0.8778170943260193
15,0.6656734347343445,0.6107775568962097,0.3040935695171356,0.9230964183807373
16,0.6495828628540039,0.6124743223190308,0.32163742184638977,0.8827726244926453
17,0.6823599338531494,0.601573646068573,0.2923976480960846,0.9773798584938049
18,0.6823599338531494,0.6056811809539795,0.32163742184638977,0.9726051092147827
19,0.6877234578132629,0.5902938842773438,0.32163742184638977,0.9755136370658875
20,0.6918951272964478,0.5831979513168335,0.1520467847585678,1.112082839012146
21,0.6609058380126953,0.6078313589096069,0.4093567132949829,0.8769346475601196
22,0.705005943775177,0.5775761008262634,0.32163742184638977,0.9711386561393738
23,0.7044100165367126,0.5868797302246094,0.4385964870452881,0.8826611638069153
24,0.7187127470970154,0.5642560720443726,0.3333333432674408,0.9591639041900635
25,0.7121573090553284,0.5708664655685425,0.31578946113586426,1.106427788734436
26,0.6924910545349121,0.5941662788391113,0.45614033937454224,0.8857744932174683
27,0.707389771938324,0.567852795124054,0.3391812741756439,0.9902446269989014
28,0.7264600992202759,0.5674248337745667,0.3625730872154236,0.9803997874259949
29,0.718116819858551,0.5667664408683777,0.5146198868751526,0.9091068506240845
30,0.7276519536972046,0.5656597018241882,0.3976608216762543,0.9849920272827148
31,0.7175208330154419,0.5693053007125854,0.38596490025520325,0.9556341171264648
32,0.7431465983390808,0.5499362349510193,0.5263158082962036,0.9108746647834778
33,0.7312276363372803,0.5592929124832153,0.46198830008506775,0.9052565097808838
34,0.7240762710571289,0.5626718401908875,0.3976608216762543,0.9806757569313049
35,0.7312276363372803,0.5590535998344421,0.39181286096572876,0.982463002204895
36,0.7342073917388916,0.5505973696708679,0.3976608216762543,0.9595398306846619
37,0.7264600992202759,0.5523529052734375,0.5497075915336609,0.8767488598823547
38,0.745530366897583,0.5530816912651062,0.3625730872154236,1.0413051843643188
39,0.7318236231803894,0.5550708174705505,0.32163742184638977,1.1341092586517334
