epoch,accuracy,loss,val_accuracy,val_loss
0,0.9020214080810547,0.2692563533782959,0.5,2.626133441925049
1,0.9021403193473816,0.3319878578186035,0.6392857432365417,1.580650806427002
2,0.9256837368011475,0.3989068269729614,0.616428554058075,1.8470271825790405
3,0.9097502827644348,0.36340636014938354,0.5,1.9291303157806396
4,0.8787158131599426,0.3418455719947815,0.5,1.8472483158111572
5,0.8741973638534546,0.368717759847641,0.5,1.818056344985962
6,0.887633740901947,0.44391658902168274,0.5,1.4520201683044434
7,0.8331747651100159,0.3830377161502838,0.6399999856948853,1.786523461341858
8,0.9128418564796448,0.2785804569721222,0.6399999856948853,1.3568655252456665
9,0.909512460231781,0.30435457825660706,0.5985714197158813,1.7051119804382324
10,0.889179527759552,0.4295998215675354,0.520714282989502,1.9277317523956299
11,0.9014268517494202,0.288440465927124,0.6414285898208618,1.4136844873428345
12,0.8939357995986938,0.29248279333114624,0.6192857027053833,2.3362274169921875
13,0.9093936085700989,0.2613583505153656,0.6435714364051819,1.8477720022201538
14,0.9198573231697083,0.24234183132648468,0.6435714364051819,1.6391774415969849
15,0.9096313714981079,0.28378376364707947,0.6414285898208618,1.4348710775375366
16,0.8963139057159424,0.25156092643737793,0.6399999856948853,1.691281795501709
17,0.9074910879135132,0.25849613547325134,0.6407142877578735,1.611222267150879
18,0.9098691940307617,0.2734479308128357,0.6399999856948853,1.4184117317199707
19,0.9059453010559082,0.351461261510849,0.6385714411735535,1.2206758260726929
20,0.9099881052970886,0.2874172627925873,0.6378571391105652,2.26104736328125
21,0.9079667329788208,0.267333984375,0.6407142877578735,1.7570804357528687
22,0.9087990522384644,0.26604777574539185,0.6414285898208618,1.3540059328079224
23,0.8957194089889526,0.27779003977775574,0.6414285898208618,1.4705208539962769
24,0.8935790657997131,0.279838502407074,0.6414285898208618,1.4201854467391968
25,0.9073721766471863,0.2512674629688263,0.6392857432365417,2.284353733062744
26,0.9167657494544983,0.2523876130580902,0.6407142877578735,1.6992559432983398
27,0.9165279269218445,0.25018107891082764,0.6349999904632568,2.101015090942383
28,0.9214031100273132,0.25607457756996155,0.6407142877578735,1.1815319061279297
29,0.9166468381881714,0.23472927510738373,0.6414285898208618,1.1725274324417114
30,0.9117717146873474,0.24653169512748718,0.6414285898208618,1.4110404253005981
31,0.9154577851295471,0.22832785546779633,0.633571445941925,1.5494011640548706
32,0.9154577851295471,0.24512450397014618,0.6364285945892334,1.6014724969863892
33,0.9266349673271179,0.2105313092470169,0.6407142877578735,1.4780911207199097
34,0.9181926250457764,0.23260827362537384,0.6414285898208618,1.5828979015350342
35,0.9170035719871521,0.23691120743751526,0.6421428322792053,2.1789145469665527
36,0.920214056968689,0.2286948710680008,0.6399999856948853,2.020190715789795
37,0.9279429316520691,0.22580721974372864,0.6414285898208618,1.6106040477752686
38,0.9337693452835083,0.19011767208576202,0.6407142877578735,1.4249999523162842
39,0.9252080917358398,0.21353551745414734,0.6385714411735535,1.418094515800476
